lookbacks,weights,rebalance_band,algo_dollar_limit,default_dollar_limit,signal_clip,momentum_lookback,momentum_weight,regime_vol_short,regime_vol_long,regime_threshold,regime_scale,signal_ema_alpha,xs_lookback,xs_weight,xs_include_algo,pairs_lookback,pairs_weight,pairs_entry_z,algo_signal_scale,algo_hedge_weight,ols_lookback,ols_weight,ols_entry_z,ols_intercept,mpairs_lookback,mpairs_weight,mpairs_top_k,mpairs_entry_z,mpairs_min_corr,leadlag_lookback,leadlag_min_obs,leadlag_weight,leadlag_top_k,leadlag_entry_z,leadlag_min_corr,adaptive_band_vol_lb,adaptive_band_scale,signal_clip_long,signal_clip_short,vol_target_lookback,vol_target_floor,vol_target_cap,label,score,mean_pl,sharpe,dvol,fold1,fold2,fold3,robust
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,10,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k10z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,1.49,28.21,0.237,24540050.0,24.16,161.67,-148.7,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.15,10,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.15k10z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,1.49,27.91,0.238,24252605.0,38.8,173.35,-152.95,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.15,10,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.15k10z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,1.49,27.91,0.238,24252605.0,38.8,173.35,-152.95,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.15,5,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.15k5z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,1.34,27.04,0.229,24792329.0,28.6,122.05,-106.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.15,5,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.15k5z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,1.34,27.04,0.229,24792329.0,28.6,122.05,-106.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.15,5,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.15k5z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,1.34,27.04,0.229,24792329.0,28.6,122.05,-106.29,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,10,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k10z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,1.24,26.47,0.222,24336789.0,22.04,156.46,-146.72,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,10,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k10z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,1.24,26.47,0.222,24336789.0,22.04,156.46,-146.72,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.75,3,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.75k3z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,1.19,18.95,0.259,59117872.0,68.44,2.76,-23.48,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.75,3,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.75k3z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,1.19,18.95,0.259,59117872.0,68.44,2.76,-23.48,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.75,3,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.75k3z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,1.19,18.95,0.259,59117872.0,68.44,2.76,-23.48,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.5,5,0.5,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.50k5z0.50c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.99,19.33,0.232,37441354.0,27.87,77.54,-55.34,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.5,5,0.5,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.50k5z0.50c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.99,19.33,0.232,37441354.0,27.87,77.54,-55.34,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.5,5,0.5,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.50k5z0.50c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.99,19.33,0.232,37441354.0,27.87,77.54,-55.34,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.3,1,0.5,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.30k1z0.50c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.9,21.77,0.207,34910945.0,10.44,29.87,-55.22,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.3,1,0.5,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.30k1z0.50c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.9,21.77,0.207,34910945.0,10.44,29.87,-55.22,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.3,1,0.5,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.30k1z0.50c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.9,21.77,0.207,34910945.0,10.44,29.87,-55.22,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.3,5,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.30k5z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.88,21.28,0.207,25360918.0,29.2,74.88,-67.15,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.3,5,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.30k5z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.88,21.28,0.207,25360918.0,29.2,74.88,-67.15,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.3,5,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.30k5z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.88,21.28,0.207,25360918.0,29.2,74.88,-67.15,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.5,10,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.50k10z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.87,17.53,0.229,26284989.0,81.1,69.49,-68.6,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.5,10,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.50k10z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.85,17.42,0.227,26278102.0,81.81,68.75,-67.51,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.5,10,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.50k10z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.85,17.42,0.227,26278102.0,81.81,68.75,-67.51,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.3,10,0.5,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.30k10z0.50c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.63,18.86,0.186,24135864.0,24.98,135.74,-112.24,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.3,10,0.5,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.30k10z0.50c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.61,18.7,0.184,24132927.0,25.88,134.65,-111.91,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.3,10,0.5,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.30k10z0.50c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.61,18.7,0.184,24132927.0,25.88,134.65,-111.91,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,1,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k1z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.57,20.32,0.17,25608271.0,25.02,83.5,-104.74,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,1,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k1z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.57,20.32,0.17,25608271.0,25.02,83.5,-104.74,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,1,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k1z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.57,20.32,0.17,25608271.0,25.02,83.5,-104.74,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.75,1,0.5,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.75k1z0.50c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.56,15.32,0.194,80524399.0,59.69,-171.6,84.18,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.75,1,0.5,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.75k1z0.50c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.56,15.32,0.194,80524399.0,59.69,-171.6,84.18,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.75,1,0.5,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.75k1z0.50c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.56,15.32,0.194,80524399.0,59.69,-171.6,84.18,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.5,3,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.50k3z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.53,15.49,0.188,39042316.0,56.0,32.73,-59.17,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.5,3,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.50k3z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.53,15.49,0.188,39042316.0,56.0,32.73,-59.17,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.5,3,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.50k3z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.53,15.49,0.188,39042316.0,56.0,32.73,-59.17,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,1,0.5,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k1z0.50c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.46,18.78,0.158,26969638.0,54.87,68.59,-105.66,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,1,0.5,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k1z0.50c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.46,18.78,0.158,26969638.0,54.87,68.59,-105.66,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,1,0.5,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k1z0.50c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.46,18.78,0.158,26969638.0,54.87,68.59,-105.66,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.15,1,0.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.15k1z0.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.4,18.06,0.15,27092427.0,49.37,81.59,-133.45,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.15,1,0.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.15k1z0.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.4,18.06,0.15,27092427.0,49.37,81.59,-133.45,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.15,1,0.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.15k1z0.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.4,18.06,0.15,27092427.0,49.37,81.59,-133.45,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.3,3,1.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.30k3z1.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.36,15.76,0.152,27621089.0,49.46,70.22,-113.8,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.3,3,1.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.30k3z1.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.36,15.76,0.152,27621089.0,49.46,70.22,-113.8,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,0,80,0.3,3,1.0,0.1,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=0@0.30k3z1.00c0.10 adapt=10@2.00 vt=20@0.70-2.00,0.36,15.76,0.152,27621089.0,49.46,70.22,-113.8,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,1,0.0,0.03,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k1z0.00c0.03 adapt=10@2.00 vt=20@0.70-2.00,0.35,17.36,0.144,27230229.0,51.48,60.84,-103.01,False
"(5, 20)",,0.195,100000.0,10000.0,1.0,10,0.0,10,60,1.15,0.22,1.0,5,0.0,False,40,0.0,2.0,1.0,0.0,40,0.2,2.0,False,40,0.2,3,1.5,0.65,120,80,0.15,1,0.0,0.06,10,2.0,1.0,1.0,20,0.7,2.0,lb=5/20 w=eq band=0.195 algo=100000 reg=10/60@1.15x0.22 ols=40@0.20z2.00 mpairs=40@0.20k3z1.50c0.65 leadlag=120@0.15k1z0.00c0.06 adapt=10@2.00 vt=20@0.70-2.00,0.35,17.36,0.144,27230229.0,51.48,60.84,-103.01,False
